CODGEO;LIBGEO;NBMEN21;NBPERS21;NBUC21;PMIMP21;Q121;Q221;Q321;Q3_Q1;D121;D221;D321;D421;D621;D721;D821;D921;RD;S80S2021;GI21;PACT21;PTSA21;PCHO21;PBEN21;PPEN21;PAUT21
47185;Montayral;1225;2458;1790,1;40,0;14010;19610;25820;11810;8540;12890;15490;17620;21840;24060;27800;34150;4,0;5,4;0,305;45,2;39,9;2,8;2,5;48,9;5,9
47186;Montesquieu;295;676;466,4;s;s;22280;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47187;Monteton;121;268;187,1;s;s;19010;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47188;Montignac-de-Lauzun;117;238;174,3;s;s;17470;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47189;Montignac-Toupinerie;63;137;96,3;s;s;20070;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47190;Montpezat;228;490;347,4;s;s;20090;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47191;Montpouillan;314;727;496,4;s;s;22060;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47192;Monviel;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47193;Moulinet;76;168;117,2;s;s;21660;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47194;Moustier;126;272;193,6;s;s;20440;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47195;Nérac;3197;6338;4607,4;44,0;13390;20680;28660;15270;6890;11520;15050;17850;23430;26910;31210;39600;5,7;7,2;0,336;55,1;45,7;3,1;6,3;39,4;5,5
47196;Nicole;95;231;156,3;s;s;19080;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47197;Nomdieu;96;227;153,4;s;s;22130;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47198;Pailloles;131;317;216,0;s;s;22440;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47199;Pardaillan;126;311;208,0;s;s;18110;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47200;Parranquet;53;106;77,6;s;s;19720;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47201;Le Passage;4412;9043;6468,0;50,0;15040;21530;29000;13960;8870;13280;16480;19190;24150;27340;30930;38470;4,3;5,7;0,307;63,2;56,1;2,9;4,2;33,6;3,2
47202;Paulhiac;115;244;173,6;s;s;20280;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47203;Penne-d'Agenais;1068;2161;1559,5;44,0;14460;20810;28870;14400;7770;12830;15780;18030;23630;26580;31250;38380;4,9;6,8;0,339;57,2;46,8;2,6;7,8;35,6;7,2
47204;Peyrière;126;275;193,8;s;s;20400;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47205;Pindères;96;185;138,4;s;s;21720;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47206;Pinel-Hauterive;220;469;332,7;s;s;21220;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47207;Pompiey;94;214;146,3;s;s;19840;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47208;Pompogne;66;144;102,4;s;s;20480;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47209;Pont-du-Casse;1779;3923;2736,5;54,0;17040;23250;30270;13240;10540;15570;18350;20860;25720;28570;32320;41070;3,9;5,0;0,294;58,3;52,9;2,0;3,4;36,8;4,9
47210;Port-Sainte-Marie;690;1603;1095,3;s;s;17980;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47211;Poudenas;103;198;146,5;s;s;19670;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47212;Poussignac;124;283;193,4;s;s;22320;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47213;Prayssas;418;875;622,2;s;s;22610;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47214;Puch-d'Agenais;308;681;474,8;s;s;22440;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47215;Pujols;1594;3617;2501,9;51,0;15410;22150;30090;14680;9340;13710;16980;19790;24740;27870;32430;40410;4,3;7,3;0,388;51,0;44,2;2,1;4,7;34,1;14,9
47216;Puymiclan;266;647;437,1;s;s;21290;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47217;Puymirol;371;774;551,6;s;s;22400;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47218;Puysserampion;100;233;163,2;s;s;21710;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47219;Rayet;70;160;110,5;s;s;22100;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47220;Razimet;128;298;203,1;s;s;22650;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47221;Réaup-Lisse;262;575;402,3;s;s;20680;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47222;La Réunion;210;467;326,7;s;s;24020;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47223;Rives;93;179;133,7;s;s;18900;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47224;Romestaing;75;163;115,1;s;s;20850;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47225;Roquefort;868;2092;1407,9;60,0;17640;24350;32610;14970;12160;16190;18790;21790;27170;29720;35400;42990;3,5;4,5;0,291;65,2;59,0;2,3;3,9;29,4;5,4
47226;Roumagne;240;475;345,2;s;s;21570;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47227;Ruffiac;68;152;106,3;s;s;26380;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47228;Saint-Antoine-de-Ficalba;299;670;462,8;s;s;22540;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47229;Saint-Astier;75;155;109,9;s;s;20740;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47230;Saint-Aubin;165;348;248,0;s;s;19210;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47231;Saint-Avit;75;149;108,7;s;s;22670;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47232;Saint-Barthélemy-d'Agenais;254;508;368,9;s;s;20200;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47233;Sainte-Bazeille;1434;3050;2160,2;45,0;14780;20590;27500;12710;9310;13050;15830;18210;22860;25890;30390;37140;4,0;5,8;0,329;59,3;50,2;2,8;6,3;33,8;6,9
47234;Saint-Caprais-de-Lerm;260;658;435,4;s;s;24570;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47235;Saint-Colomb-de-Lauzun;201;390;289,1;s;s;18520;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47236;Sainte-Colombe-de-Duras;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47237;Sainte-Colombe-de-Villeneuve;199;469;319,3;s;s;25620;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47238;Sainte-Colombe-en-Bruilhois;613;1495;1006,7;s;s;24860;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47239;Saint-Étienne-de-Fougères;316;745;508,7;s;s;19610;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47240;Saint-Étienne-de-Villeréal;118;244;177,0;s;s;21260;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47241;Saint-Eutrope-de-Born;284;610;429,3;s;s;19850;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47242;Saint-Front-sur-Lémance;226;453;332,8;s;s;17570;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47244;Sainte-Gemme-Martaillac;145;333;230,0;s;s;22180;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47245;Saint-Géraud;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47246;Saint-Hilaire-de-Lusignan;588;1436;963,7;s;s;24220;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47247;Saint-Jean-de-Duras;109;251;172,9;s;s;18000;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47248;Saint-Jean-de-Thurac;214;515;345,2;s;s;24110;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47249;Saint-Laurent;178;388;273,0;s;s;20180;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47250;Saint-Léger;55;118;82,3;s;s;22270;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47251;Saint-Léon;128;281;197,6;s;s;23890;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47252;Sainte-Livrade-sur-Lot;2699;5941;4114,2;34,0;10650;17030;24250;13600;4930;8800;11790;14560;19250;22140;26040;32340;6,6;9,0;0,366;55,5;45,8;3,5;6,2;39,0;5,5
47253;Sainte-Marthe;245;596;399,3;s;s;23180;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47254;Saint-Martin-Curton;128;274;194,3;s;s;22380;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47255;Saint-Martin-de-Beauville;67;129;95,5;s;s;23510;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47256;Saint-Martin-de-Villeréal;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47257;Saint-Martin-Petit;241;576;390,8;s;s;22040;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47258;Sainte-Maure-de-Peyriac;120;245;176,5;s;s;19020;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47259;Saint-Maurice-de-Lestapel;43;106;71,1;s;s;21430;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47260;Saint-Maurin;191;386;277,4;s;s;19700;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47262;Saint-Nicolas-de-la-Balerme;159;367;251,9;s;s;22950;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47263;Saint-Pardoux-du-Breuil;254;611;412,8;s;s;19880;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47264;Saint-Pardoux-Isaac;570;1099;814,6;s;s;19840;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47265;Saint-Pastour;160;355;246,1;s;s;18310;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47266;Saint-Pé-Saint-Simon;88;161;123,1;s;s;16600;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47267;Saint-Pierre-de-Buzet;118;249;176,9;s;s;22680;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47269;Saint-Pierre-de-Clairac;334;794;541,4;s;s;23650;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47271;Saint-Pierre-sur-Dropt;146;321;223,8;s;s;21210;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47272;Saint-Quentin-du-Dropt;83;171;123,3;s;s;21880;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47273;Saint-Robert;73;178;118,8;s;s;24680;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47274;Saint-Romain-le-Noble;179;399;279,2;s;s;24810;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47275;Saint-Salvy;80;191;130,1;s;s;20460;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47276;Saint-Sardos;126;284;195,7;s;s;21560;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47277;Saint-Sauveur-de-Meilhan;111;271;181,6;s;s;19550;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47278;Saint-Sernin;185;381;275,7;s;s;17300;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47279;Saint-Sixte;142;342;229,5;s;s;23350;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47280;Saint-Sylvestre-sur-Lot;1090;2240;1608,7;44,0;15360;21160;28300;12940;9640;13920;16580;18970;23800;26310;30800;37220;3,9;5,0;0,295;51,2;44,8;2,4;4,0;43,2;5,6
47281;Saint-Urcisse;94;224;153,2;s;s;24000;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47282;Saint-Vincent-de-Lamontjoie;89;214;146,6;s;s;21960;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47283;Saint-Vite;489;1085;753,8;s;s;16830;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47284;Salles;121;270;189,4;s;s;21860;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47285;Samazan;338;738;521,0;s;s;22130;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47286;Sauméjan;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47287;Saumont;95;216;148,1;s;s;25240;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47288;Sauvagnas;195;444;306,1;s;s;24800;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47289;La Sauvetat-de-Savères;192;443;301,3;s;s;22790;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47290;La Sauvetat-du-Dropt;246;506;361,0;s;s;17290;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47291;La Sauvetat-sur-Lède;242;569;387,5;s;s;20180;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47292;Sauveterre-la-Lémance;257;469;354,8;s;s;18590;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47293;Sauveterre-Saint-Denis;163;359;251,8;s;s;21300;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47294;Savignac-de-Duras;93;192;138,0;s;s;20760;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47295;Savignac-sur-Leyze;131;292;200,9;s;s;21800;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47296;Ségalas;73;138;102,9;s;s;18010;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47297;Sembas;60;129;90,1;s;s;24080;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47298;Sénestis;82;202;136,8;s;s;17880;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47299;Sérignac-Péboudou;71;145;103,7;s;s;18680;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47300;Sérignac-sur-Garonne;480;1104;759,9;s;s;22010;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47301;Seyches;412;851;604,8;s;s;19110;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47302;Sos;297;549;412,2;s;s;16890;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47303;Soumensac;101;214;151,2;s;s;19840;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47304;Taillebourg;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47305;Tayrac;148;356;242,2;s;s;21970;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47306;Le Temple-sur-Lot;431;957;665,4;s;s;20250;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47307;Thézac;84;170;124,5;s;s;18990;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47308;Thouars-sur-Garonne;84;202;136,3;s;s;20740;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47309;Tombebœuf;195;373;272,3;s;s;17240;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47310;Tonneins;4131;8343;5989,9;35,0;10680;17450;24620;13940;4260;8760;12270;14910;20020;22990;26360;32700;7,7;10,4;0,379;54,1;46,6;3,4;4,1;39,4;6,5
47311;Tourliac;61;129;91,2;s;s;15870;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47312;Tournon-d'Agenais;298;533;403,9;s;s;19770;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47313;Tourtrès;55;121;83,7;s;s;22510;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47314;Trémons;158;366;249,8;s;s;19410;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47315;Trentels;374;789;563,2;s;s;21610;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47316;Varès;271;590;416,4;s;s;20830;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47317;Verteuil-d'Agenais;194;404;286,7;s;s;18860;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47318;Vianne;461;895;660,6;s;s;19610;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47319;Villebramar;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47320;Villefranche-du-Queyran;163;352;245,6;s;s;18680;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47321;Villeneuve-de-Duras;116;266;183,0;s;s;18220;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47323;Villeneuve-sur-Lot;11153;21935;15923,7;38,0;11040;18290;25790;14750;4320;9370;12740;15660;20830;23940;27990;35280;8,2;10,5;0,380;55,0;47,2;3,4;4,4;39,1;5,9
47324;Villeréal;609;1022;799,8;s;s;20230;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47325;Villeton;189;397;281,8;s;s;21020;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47326;Virazeil;716;1617;1119,6;s;s;22130;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47327;Xaintrailles;169;373;262,1;s;s;22080;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47328;Saint-Georges;209;462;323,2;s;s;20830;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48001;Albaret-le-Comtal;73;141;104,1;s;s;17330;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48002;Albaret-Sainte-Marie;227;502;351,9;s;s;22430;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48003;Allenc;124;262;185,7;s;s;20380;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48004;Altier;102;210;151,7;s;s;18170;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48005;Antrenas;112;244;169,9;s;s;22960;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48007;Arzenc-d'Apcher;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48008;Arzenc-de-Randon;90;186;133,9;s;s;18780;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48009;Peyre en Aubrac;1059;2216;1582,1;41,0;15280;20950;27810;12530;9510;13560;16350;18780;23630;26390;29410;37620;4,0;5,2;0,301;59,3;47,0;2,4;9,9;32,3;8,4
48010;Auroux;135;263;194,3;s;s;19510;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48012;Les Monts-Verts;145;310;222,6;s;s;18490;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48013;Badaroux;420;988;675,0;s;s;23940;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48015;Pied-de-Borne;97;179;133,2;s;s;19800;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48016;Balsièges;266;625;422,7;s;s;24140;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48017;Banassac-Canilhac;514;1095;772,0;s;s;22560;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48018;Barjac;338;814;543,4;s;s;21970;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48019;Barre-des-Cévennes;114;228;163,5;s;s;15400;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48020;Bassurels;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48021;La Bastide-Puylaurent;78;162;115,2;s;s;16830;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48025;Les Bessons;178;406;282,3;s;s;21660;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48026;Blavignac;106;251;170,8;s;s;19770;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48027;Mont Lozère et Goulet;501;945;702,5;s;s;19300;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48028;Les Bondons;82;162;119,2;s;s;16720;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48029;Le Born;72;159;110,1;s;s;19360;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48030;Brenoux;156;388;258,2;s;s;22370;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48031;Brion;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48032;Le Buisson;91;213;144,0;s;s;21380;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48034;La Canourgue;871;1891;1327,5;s;s;21460;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48036;Cassagnas;58;111;82,1;s;s;19010;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48037;Chadenet;54;121;83,5;s;s;19510;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48038;Bel-Air-Val-d'Ance;209;418;306,3;s;s;20020;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48039;Chanac;605;1355;940,2;s;s;22900;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48041;Chastanier;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48042;Chastel-Nouvel;362;924;608,3;s;s;25570;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48043;Châteauneuf-de-Randon;158;352;245,0;s;s;21890;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48044;Chauchailles;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48045;Chaudeyrac;108;217;156,1;s;s;18750;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48046;Chaulhac;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48048;Cheylard-l'Évêque;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48050;Bédouès-Cocurès;235;473;341,0;s;s;21140;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48051;Le Collet-de-Dèze;301;576;423,0;s;s;19400;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48053;Cubières;97;192;141,0;s;s;18420;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48054;Cubiérettes;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48055;Cultures;73;184;121,4;s;s;21380;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48056;Esclanèdes;171;422;279,2;s;s;22240;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48058;La Fage-Montivernoux;61;133;95,1;s;s;14640;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48059;La Fage-Saint-Julien;116;292;195,0;s;s;20300;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48061;Florac Trois Rivières;974;1964;1405,0;s;s;20360;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48063;Fontans;102;216;154,0;s;s;18050;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48064;Fournels;162;310;227,7;s;s;17830;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48065;Fraissinet-de-Fourques;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48067;Gabriac;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48068;Gabrias;72;155;108,7;s;s;20850;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48069;Gatuzières;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48070;Grandrieu;327;641;471,1;s;s;19550;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48071;Grandvals;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48072;Grèzes;91;202;140,0;s;s;23050;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48073;Les Hermaux;53;110;78,5;s;s;19140;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48074;Hures-la-Parade;108;243;168,7;s;s;19040;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48075;Ispagnac;404;790;576,0;s;s;20650;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48077;Julianges;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48079;Lajo;54;108;78,4;s;s;16890;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48080;Langogne;1339;2512;1869,3;43,0;14260;20500;27670;13400;8020;12560;15710;18160;22680;25770;29760;36710;4,6;6,1;0,321;56,0;47,3;2,4;6,3;37,7;6,3
48081;Lanuéjols;139;336;223,3;s;s;22230;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48082;Laubert;49;105;73,6;s;s;17720;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48083;Les Laubies;81;150;111,9;s;s;18890;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
48085;Laval-du-Tarn;51;102;73,4;s;s;21590;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
