CODGEO;LIBGEO;NBMEN21;NBPERS21;NBUC21;PMIMP21;Q121;Q221;Q321;Q3_Q1;D121;D221;D321;D421;D621;D721;D821;D921;RD;S80S2021;GI21;PACT21;PTSA21;PCHO21;PBEN21;PPEN21;PAUT21
46309;Souillac;1656;2819;2180,2;39,0;12340;18700;26770;14430;6170;10720;13770;16600;21390;24730;28820;35850;5,8;7,8;0,351;46,8;38,0;3,5;5,3;47,7;5,5
46310;Soulomès;53;115;81,0;s;s;20840;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
46311;Sousceyrac-en-Quercy;625;1224;899,9;s;s;18700;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
46312;Strenquels;113;233;167,9;s;s;22270;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
46313;Tauriac;199;446;308,5;s;s;21270;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
46314;Terrou;77;158;114,5;s;s;20970;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
46315;Teyssieu;84;158;118,1;s;s;16840;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
46316;Thédirac;135;277;201,2;s;s;19590;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
46317;Thégra;219;441;320,0;s;s;19320;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
46318;Thémines;116;240;175,1;s;s;21370;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
46319;Théminettes;75;169;117,9;s;s;21000;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
46320;Tour-de-Faure;147;310;222,5;s;s;22370;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
46321;Touzac;153;329;235,6;s;s;19220;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
46322;Trespoux-Rassiels;349;830;560,9;s;s;22890;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
46323;Ussel;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
46324;Uzech;100;186;140,3;s;s;19410;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
46328;Varaire;157;322;231,4;s;s;16960;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
46329;Vaylats;128;279;196,3;s;s;18990;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
46330;Vayrac;589;1067;807,6;s;s;21840;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
46332;Viazac;146;320;225,1;s;s;20130;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
46333;Vidaillac;78;165;117,2;s;s;17690;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
46334;Le Vigan;691;1431;1037,9;s;s;21890;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
46335;Villesèque;177;356;259,5;s;s;24320;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
46336;Vire-sur-Lot;154;328;235,2;s;s;23250;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
46337;Mayrac;116;252;177,0;s;s;21420;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
46338;Bessonies;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
46339;Saint-Jean-Lagineste;157;363;250,0;s;s;25040;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
46340;Saint-Pierre-Lafeuille;151;326;228,4;s;s;22650;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47001;Agen;15616;27904;20916,1;42,0;9080;17870;27290;18210;2940;7290;10850;14490;21150;25060;30030;38730;13,2;17,2;0,442;65,5;56,9;3,6;5,0;28,3;6,2
47002;Agmé;51;106;75,5;s;s;23820;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47003;Agnac;193;385;281,5;s;s;20590;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47004;Aiguillon;1762;4000;2748,5;33,0;10160;16860;24160;14000;4440;8370;11940;14650;19610;22570;26340;33130;7,5;10,8;0,389;61,7;50,1;4,7;6,9;32,9;5,4
47005;Allemans-du-Dropt;246;482;353,2;s;s;19900;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47006;Allez-et-Cazeneuve;246;583;399,2;s;s;23210;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47007;Allons;81;163;119,4;s;s;19770;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47008;Ambrus;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47009;Andiran;101;233;160,3;s;s;21580;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47010;Antagnac;78;164;116,6;s;s;21670;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47011;Anthé;83;189;132,8;s;s;20420;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47012;Anzex;130;300;207,8;s;s;22260;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47013;Argenton;137;303;211,2;s;s;22940;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47014;Armillac;76;185;125,1;s;s;17390;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47015;Astaffort;853;1810;1280,4;s;s;20350;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47016;Aubiac;445;1136;748,8;s;s;26490;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47017;Auradou;153;360;245,5;s;s;20820;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47018;Auriac-sur-Dropt;76;167;117,3;s;s;20850;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47019;Bajamont;404;939;640,4;s;s;25110;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47020;Baleyssagues;79;174;122,9;s;s;20090;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47021;Barbaste;669;1391;994,9;s;s;20240;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47022;Bazens;192;407;289,1;s;s;20950;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47023;Beaugas;133;295;204,6;s;s;22150;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47024;Beaupuy;732;1760;1192,3;s;s;23490;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47025;Beauville;232;465;336,2;s;s;18860;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47026;Beauziac;104;223;159,2;s;s;22850;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47027;Bias;1330;2916;2040,4;45,0;14170;20400;27710;13550;8160;12060;15380;18200;22980;25870;29840;36010;4,4;6,2;0,323;53,4;45,7;2,9;4,8;41,5;5,1
47028;Birac-sur-Trec;342;785;542,1;s;s;22830;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47029;Blanquefort-sur-Briolance;221;470;335,2;s;s;18500;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47030;Blaymont;83;182;128,4;s;s;19860;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47031;Boé;2292;5211;3579,7;51,0;15780;22090;29970;14190;9270;14040;17130;19520;24780;27890;32280;40380;4,4;6,0;0,334;62,5;56,2;2,5;3,8;29,9;7,6
47032;Bon-Encontre;2755;6171;4272,3;55,0;16640;23360;32600;15960;10300;14810;18260;20770;26490;30490;35160;43910;4,3;5,7;0,321;62,5;54,9;2,4;5,2;31,8;5,7
47033;Boudy-de-Beauregard;152;338;233,9;s;s;20060;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47034;Bouglon;232;513;361,6;s;s;20770;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47035;Bourgougnague;107;231;163,0;s;s;21350;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47036;Bourlens;162;358;250,9;s;s;20060;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47037;Bournel;103;216;154,3;s;s;19120;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47038;Bourran;257;570;399,4;s;s;21280;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47039;Boussès;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47040;Brax;840;2028;1369,7;59,0;19110;24600;31920;12810;14060;17400;20090;22220;26680;30480;34870;43040;3,1;3,9;0,264;66,3;58,4;2,6;5,3;30,2;3,5
47041;Bruch;285;684;464,3;s;s;20910;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47042;Brugnac;67;159;109,2;s;s;22560;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47043;Buzet-sur-Baïse;503;1072;763,0;s;s;19420;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47044;Cahuzac;150;312;222,1;s;s;21260;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47045;Calignac;193;446;307,7;s;s;22840;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47046;Calonges;232;533;364,1;s;s;20480;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47047;Cambes;73;160;111,8;s;s;20420;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47048;Cancon;574;1166;838,3;s;s;18900;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47049;Casseneuil;1013;2186;1533,9;39,0;12680;18590;26600;13930;7050;10960;14460;16820;21160;24090;28340;35100;5,0;6,5;0,328;59,5;52,4;3,5;3,6;35,0;5,5
47050;Cassignas;53;123;83,1;s;s;22080;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47051;Castelculier;971;2185;1511,1;56,0;17190;23460;29700;12510;11940;15850;18530;21350;25740;28050;31970;39010;3,3;4,2;0,271;61,9;56,4;2,4;3,1;31,5;6,6
47052;Casteljaloux;2299;4153;3140,3;40,0;13470;19770;27380;13910;7480;11690;15080;17500;22380;25730;29370;35400;4,7;6,7;0,334;47,8;41,1;2,7;4,0;45,0;7,2
47053;Castella;148;366;246,1;s;s;22650;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47054;Castelmoron-sur-Lot;684;1416;1009,8;s;s;18810;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47055;Castelnaud-de-Gratecambe;225;428;318,6;s;s;20800;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47056;Castelnau-sur-Gupie;383;903;620,3;s;s;25810;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47057;Castillonnès;574;1126;822,1;s;s;18700;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47058;Caubeyres;87;211;140,5;s;s;21160;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47059;Caubon-Saint-Sauveur;110;240;167,0;s;s;20230;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47060;Caudecoste;440;1018;692,8;s;s;21570;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47061;Caumont-sur-Garonne;293;731;484,4;s;s;20100;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47062;Cauzac;166;385;261,7;s;s;22240;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47063;Cavarc;73;154;110,1;s;s;19350;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47064;Cazideroque;100;227;157,0;s;s;18730;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47065;Clairac;1058;2273;1603,7;39,0;13610;20060;27600;13990;7400;11910;15050;17660;22650;25750;29940;38590;5,2;7,1;0,345;60,6;53,0;3,1;4,5;32,6;6,8
47066;Clermont-Dessous;304;718;489,1;s;s;20300;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47067;Clermont-Soubiran;148;350;238,7;s;s;20760;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47068;Cocumont;498;1085;760,8;s;s;19700;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47069;Colayrac-Saint-Cirq;1232;2917;1972,4;51,0;13860;21360;29420;15550;8860;12560;15880;18880;24650;27740;32490;39820;4,5;6,4;0,334;62,8;54,1;3,1;5,6;31,1;6,1
47070;Condezaygues;366;768;549,6;s;s;19920;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47071;Coulx;94;198;140,1;s;s;18820;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47072;Courbiac;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47073;Cours;81;180;125,6;s;s;23320;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47074;Couthures-sur-Garonne;153;283;211,0;s;s;19170;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47075;La Croix-Blanche;414;1009;674,0;s;s;25000;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47076;Cuq;107;234;163,2;s;s;22370;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47077;Cuzorn;369;778;552,6;s;s;18720;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47078;Damazan;552;1088;789,4;s;s;19540;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47079;Dausse;209;477;328,8;s;s;20410;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47080;Dévillac;70;146;105,4;s;s;20030;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47081;Dolmayrac;292;694;471,9;s;s;21640;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47082;Dondas;86;180;127,9;s;s;21280;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47083;Doudrac;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47084;Douzains;109;235;165,4;s;s;20260;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47085;Durance;121;235;173,8;s;s;20210;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47086;Duras;587;1083;816,5;s;s;19570;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47087;Engayrac;58;122;86,6;s;s;19930;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47088;Escassefort;304;634;446,6;s;s;20990;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47089;Esclottes;68;136;100,6;s;s;20990;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47090;Espiens;140;319;220,6;s;s;21240;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47091;Estillac;969;2275;1542,8;59,0;17090;23410;30560;13460;11160;15650;18390;20660;26040;28990;32430;39220;3,5;4,5;0,288;67,2;61,6;2,5;3,1;25,9;6,9
47092;Fals;150;378;253,2;s;s;26650;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47093;Fargues-sur-Ourbise;149;286;211,9;s;s;23310;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47094;Fauguerolles;299;715;480,5;s;s;18690;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47095;Fauillet;348;780;542,6;s;s;20170;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47096;Ferrensac;85;188;130,9;s;s;21900;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47097;Feugarolles;351;854;567,4;s;s;18720;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47098;Fieux;127;303;207,4;s;s;23850;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47099;Fongrave;245;597;402,8;s;s;18500;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47100;Foulayronnes;2347;5294;3662,0;59,0;18190;25680;34170;15980;11580;16390;19970;23180;28510;31960;36470;46670;4,0;6,1;0,341;60,8;53,9;1,9;5,0;30,3;8,9
47101;Fourques-sur-Garonne;530;1164;816,0;s;s;24200;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47102;Francescas;276;582;410,3;s;s;19980;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47103;Fréchou;100;199;144,6;s;s;21140;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47104;Frégimont;109;244;167,5;s;s;21450;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47105;Frespech;122;279;191,9;s;s;22010;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47106;Fumel;2153;4210;3082,9;31,0;10710;17180;23650;12950;4480;8910;12200;14980;19470;22010;25500;31240;7,0;8,7;0,346;47,9;41,5;3,7;2,7;47,3;4,8
47107;Galapian;130;288;200,7;s;s;19590;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47108;Gaujac;102;223;154,2;s;s;18870;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47109;Gavaudun;129;262;189,4;s;s;17310;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47110;Gontaud-de-Nogaret;709;1552;1085,1;s;s;20460;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47111;Granges-sur-Lot;258;554;393,2;s;s;18750;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47112;Grateloup-Saint-Gayrand;182;408;284,7;s;s;20830;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47113;Grayssas;56;118;84,6;s;s;24000;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47114;Grézet-Cavagnan;157;362;248,3;s;s;20960;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47115;Guérin;106;238;166,0;s;s;23400;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47117;Hautefage-la-Tour;397;929;627,6;s;s;22790;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47118;Hautesvignes;68;159;109,8;s;s;19860;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47119;Houeillès;278;509;385,0;s;s;19330;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47120;Jusix;42;106;70,2;s;s;19490;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47121;Labastide-Castel-Amouroux;135;280;200,2;s;s;20330;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47122;Labretonie;74;166;114,8;s;s;23360;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47123;Lacapelle-Biron;175;352;255,8;s;s;19320;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47124;Lacaussade;84;189;130,2;s;s;19370;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47125;Lacépède;121;271;187,1;s;s;22460;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47126;Lachapelle;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47127;Lafitte-sur-Lot;320;742;505,7;s;s;17390;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47128;Lafox;458;995;699,9;s;s;23020;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47129;Lagarrigue;110;259;177,2;s;s;23110;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47130;Lagruère;140;334;225,4;s;s;19760;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47131;Lagupie;280;654;449,2;s;s;24270;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47132;Lalandusse;88;195;136,3;s;s;21900;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47133;Lamontjoie;213;458;322,2;s;s;21990;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47134;Lannes;141;312;217,8;s;s;21040;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47135;Laparade;173;364;259,7;s;s;20710;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47136;Laperche;60;125;88,9;s;s;18240;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47137;Laplume;537;1218;842,3;s;s;23880;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47138;Laroque-Timbaut;742;1610;1127,6;s;s;24140;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47139;Lasserre;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47140;Laugnac;255;605;411,4;s;s;23330;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47141;Laussou;132;293;204,1;s;s;19870;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47142;Lauzun;322;627;462,5;s;s;18610;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47143;Lavardac;993;2069;1476,8;39,0;12680;19390;26740;14060;6590;11090;14310;16920;21830;24060;28560;34230;5,2;6,7;0,328;53,6;46,2;3,0;4,4;42,1;4,3
47144;Lavergne;225;489;343,8;s;s;19820;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47145;Layrac;1617;3500;2453,6;53,0;16440;22880;30380;13940;9870;14770;18020;20340;25540;28530;32710;40180;4,1;5,0;0,292;65,0;57,3;3,1;4,6;30,7;4,3
47146;Lédat;525;1289;870,5;s;s;22310;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47147;Lévignac-de-Guyenne;299;570;422,7;s;s;20440;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47148;Leyritz-Moncassin;79;170;120,1;s;s;18560;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47150;Longueville;160;358;247,7;s;s;20710;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47151;Loubès-Bernac;173;345;252,2;s;s;18880;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47152;Lougratte;179;387;272,6;s;s;18170;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47154;Lusignan-Petit;134;325;218,0;s;s;24240;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47155;Madaillan;242;578;393,2;s;s;25740;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47156;Marcellus;349;804;550,4;s;s;21560;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47157;Marmande;8377;16186;11857,0;41,0;11280;18880;26570;15280;4510;9390;13080;16030;21720;24710;28700;36220;8,0;10,2;0,378;56,9;49,0;2,8;5,1;37,6;5,5
47158;Marmont-Pachas;61;161;104,6;s;s;22730;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47159;Le Mas-d'Agenais;578;1240;874,4;s;s;20240;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47160;Masquières;74;144;106,0;s;s;17760;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47161;Massels;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47162;Massoulès;82;200;135,2;s;s;21760;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47163;Mauvezin-sur-Gupie;250;613;411,8;s;s;22440;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47164;Mazières-Naresse;51;104;76,1;s;s;18470;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47165;Meilhan-sur-Garonne;524;1075;766,0;s;s;19000;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47167;Mézin;640;1227;905,0;s;s;19000;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47168;Miramont-de-Guyenne;1527;2789;2099,3;29,0;11420;17130;23500;12080;5140;9870;12560;15190;19350;21560;25110;30320;5,9;7,6;0,334;46,0;39,0;3,1;3,9;49,4;4,6
47169;Moirax;500;1191;813,4;s;s;28080;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47170;Monbahus;266;568;403,2;s;s;18400;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47171;Monbalen;170;395;269,2;s;s;22200;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47172;Moncaut;237;617;404,7;s;s;25520;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47173;Monclar;375;761;547,1;s;s;20100;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47174;Moncrabeau;316;659;471,6;s;s;22390;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47175;Monflanquin;1035;2167;1547,4;44,0;14980;20600;28960;13990;9900;13650;16120;18580;23850;26900;30820;37860;3,8;5,7;0,324;53,9;44,9;2,5;6,5;38,4;7,7
47176;Montgaillard-en-Albret;72;145;104,1;s;s;21090;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47177;Monheurt;76;167;114,9;s;s;16940;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47178;Monségur;166;363;256,8;s;s;21590;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47179;Monsempron-Libos;931;1780;1315,7;s;s;17890;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47180;Montagnac-sur-Auvignon;240;555;382,0;s;s;23810;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47181;Montagnac-sur-Lède;122;260;185,5;s;s;20570;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47182;Montastruc;105;213;156,2;s;s;18050;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47183;Montauriol;95;184;135,9;s;s;21100;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
47184;Montaut;113;249;174,8;s;s;19690;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
