code_commune;nom_commune;taux_chomage_2012;population_2012;nb_menages_fiscaux_2012;nb_personnes_menages_fiscaux_2012;revenu_median_2012;nb_etablissements_2012;effectifs_salaries_2012;bloc_centre_2012;bloc_droite_2012;bloc_droite_radicale_2012;bloc_gauche_2012;bloc_gauche_radicale_2012;bloc_souverainiste_autres_2012;taux_chomage_2017;population_2017;nb_menages_fiscaux_2017;nb_personnes_menages_fiscaux_2017;revenu_median_2017;nb_etablissements_2017;effectifs_salaries_2017;bloc_centre_2017;bloc_droite_2017;bloc_droite_radicale_2017;bloc_gauche_2017;bloc_gauche_radicale_2017;bloc_souverainiste_autres_2017;taux_chomage_2022;population_2022;nb_menages_fiscaux_2022;nb_personnes_menages_fiscaux_2022;revenu_median_2022;nb_etablissements_2022;effectifs_salaries_2022;bloc_centre_2022;bloc_droite_2022;bloc_droite_radicale_2022;bloc_gauche_2022;bloc_gauche_radicale_2022;bloc_souverainiste_autres_2022;bloc_centre_delta_12_17;bloc_centre_delta_17_22;bloc_droite_delta_12_17;bloc_droite_delta_17_22;bloc_droite_radicale_delta_12_17;bloc_droite_radicale_delta_17_22;bloc_gauche_delta_12_17;bloc_gauche_delta_17_22;bloc_gauche_radicale_delta_12_17;bloc_gauche_radicale_delta_17_22;bloc_souverainiste_autres_delta_12_17;bloc_souverainiste_autres_delta_17_22;taux_chomage_delta_12_17;taux_chomage_delta_17_22;population_delta_12_17;population_delta_17_22;nb_menages_fiscaux_delta_12_17;nb_menages_fiscaux_delta_17_22;nb_personnes_menages_fiscaux_delta_12_17;nb_personnes_menages_fiscaux_delta_17_22;revenu_median_delta_12_17;revenu_median_delta_17_22;nb_etablissements_delta_12_17;nb_etablissements_delta_17_22;effectifs_salaries_delta_12_17;effectifs_salaries_delta_17_22;salaries_par_etablissement_2012;personnes_par_menage_fiscal_2012;salaries_par_etablissement_2017;personnes_par_menage_fiscal_2017;salaries_par_etablissement_2022;personnes_par_menage_fiscal_2022;bloc_gagnant_2012;bloc_gagnant_2017;bloc_gagnant_2022
69149;Oullins-Pierre-Bénite;11.4822240533513;26072.0;12020.0;25932.5;20093.0;713.0;8162.0;9.570135746606336;25.13574660633484;15.279034690799396;46.68174962292609;1.5007541478129711;1.832579185520362;12.9902994306795;26273.0;12136.0;25856.0;21630.0;757.0;8400.0;27.698874660457896;18.067520372526197;15.071788901823826;31.990686845168803;1.6530849825378346;5.518044237485449;11.4046475961601;37928.0;12192.0;25277.0;23980.0;848.0;9514.0;30.038729666924866;4.856700232378001;22.06816421378776;39.914794732765294;1.3090627420604182;1.812548412083656;18.12873891385156;2.339855006466969;-7.068226233808645;-13.210820140148195;-0.20724578897556967;6.996375311963934;-14.691062777757288;7.924107887596492;0.15233083472486353;-0.3440222404774165;3.685465051965087;-3.705495825401793;1.5080753773281987;-1.5856518345193997;201.0;11655.0;116.0;56.0;-76.5;-579.0;1537.0;2350.0;44.0;91.0;238.0;1114.0;11.447405329593268;2.1574459234608985;11.096433289299869;2.1305207646671063;11.21933962264151;2.073244750656168;bloc_gauche;bloc_gauche;bloc_gauche
69150;Ouroux;;;148.0;329.0;16400.0;;;19.90950226244344;32.57918552036199;17.647058823529413;24.43438914027149;0.904977375565611;4.524886877828054;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.222972972972973;;;;;bloc_droite;;
69151;Le Perréon;5.09193776520509;1475.0;542.0;1462.5;20800.4;25.0;94.0;10.583941605839415;30.170316301703163;29.075425790754256;25.42579075425791;1.70316301703163;3.041362530413626;7.56911397540179;1587.0;570.0;1486.0;22700.0;25.0;84.0;18.940248027057496;23.22435174746336;31.00338218714769;17.925591882750847;1.6910935738444193;7.215332581736189;4.72563666077458;1496.0;561.0;1370.0;24820.0;29.0;94.0;29.189789123196448;6.770255271920089;41.84239733629301;18.09100998890122;1.4428412874583796;2.6637069922308543;8.35630642121808;10.249541096138952;-6.945964554239804;-16.45409647554327;1.9279563963934336;10.839015149145322;-7.500198871507063;0.16541810615037278;-0.012069443187210815;-0.2482522863860397;4.173970051322563;-4.551625589505335;2.4771762101967;-2.8434773146272105;112.0;-91.0;28.0;-9.0;23.5;-116.0;1899.5999999999985;2120.0;0.0;4.0;-10.0;10.0;3.76;2.6983394833948338;3.36;2.6070175438596492;3.2413793103448274;2.442067736185383;bloc_droite;bloc_droite_radicale;bloc_droite_radicale
69152;Pierre-Bénite;;10132.0;3986.0;10136.0;18110.5;140.0;1517.0;7.591564927857935;18.268590455049942;16.847946725860155;53.4739178690344;1.8645948945615984;1.95338512763596;;10390.0;4199.0;10138.0;19480.0;83.0;1215.0;23.443308550185872;13.49907063197026;18.77323420074349;36.454460966542754;1.6960966542750928;6.133828996282528;;;4385.0;10286.0;20540.0;13.0;298.0;22.21467391304348;4.053442028985507;25.13586956521739;45.35778985507246;1.3360507246376812;1.9021739130434785;15.851743622327938;-1.2286346371423917;-4.769519823079682;-9.445628602984755;1.925287474883337;6.362635364473899;-17.019456902491648;8.903328888529707;-0.16849824028650562;-0.36004592963741167;4.180443868646568;-4.231655083239049;;;258.0;;213.0;186.0;2.0;148.0;1369.5;1060.0;-57.0;-70.0;-302.0;-917.0;10.835714285714285;2.542900150526844;14.63855421686747;2.4143843772326745;22.923076923076923;2.3457240592930444;bloc_gauche;bloc_gauche;bloc_gauche
69153;Poleymieux-au-Mont-d'Or;4.25392496357187;1308.0;370.0;1032.0;31110.0;20.0;40.0;13.80952380952381;39.04761904761905;11.587301587301589;32.38095238095238;1.1111111111111112;2.0634920634920637;4.41997259568862;1332.0;398.0;1071.0;33170.0;15.0;30.0;30.909090909090907;37.42424242424243;11.666666666666666;15.606060606060607;0.7575757575757576;3.636363636363636;3.26790841924241;1394.0;402.0;1079.0;37770.0;21.0;52.0;39.47368421052632;7.479224376731302;26.869806094182824;23.26869806094183;0.969529085872576;1.9390581717451525;17.099567099567096;8.564593301435416;-1.6233766233766218;-29.945018047511127;0.0793650793650773;15.203139427516158;-16.77489177489177;7.662637454881223;-0.3535353535353536;0.21195332829681846;1.572871572871572;-1.6973054646184833;0.1660476321167499;-1.1520641764462098;24.0;62.0;28.0;4.0;39.0;8.0;2060.0;4600.0;-5.0;6.0;-10.0;22.0;2.0;2.789189189189189;2.0;2.690954773869347;2.4761904761904763;2.68407960199005;bloc_droite;bloc_droite;bloc_centre
69154;Pollionnay;6.39399860661283;2205.0;754.0;2011.0;25986.8;35.0;271.0;13.21266968325792;39.90950226244344;14.570135746606336;28.32579185520362;1.2669683257918551;2.7149321266968327;7.07286213906581;2637.0;958.0;2512.0;25980.0;31.0;234.0;25.745454545454542;29.818181818181817;19.92727272727273;16.727272727272727;1.090909090909091;6.6909090909090905;5.04970123805501;2966.0;1121.0;2756.0;29690.0;41.0;138.0;36.70886075949368;5.596269153897402;30.31312458361093;23.11792138574284;1.3324450366422385;2.9313790806129245;12.532784862196623;10.96340621403914;-10.091320444261623;-24.221912664284414;5.357136980666393;10.3858518563382;-11.598519127930892;6.390648658470113;-0.1760592348827641;0.2415359457331474;3.9759769642122578;-3.759530010296166;0.6788635324529801;-2.0231609010108;432.0;329.0;204.0;163.0;501.0;244.0;-6.799999999999272;3710.0;-4.0;10.0;-37.0;-96.0;7.742857142857143;2.6671087533156497;7.548387096774194;2.6221294363256784;3.3658536585365852;2.4585191793041927;bloc_droite;bloc_droite;bloc_centre
69155;Pomeys;3.690036900369;1116.0;401.0;1142.0;21737.6;20.0;63.0;16.546762589928058;31.79856115107913;15.251798561151078;28.201438848920866;1.870503597122302;6.330935251798561;5.81196581196581;1145.0;435.0;1176.0;23280.0;19.0;54.0;28.53185595567867;22.57617728531856;16.62049861495845;20.221606648199447;1.2465373961218835;10.80332409972299;3.27586206896552;1133.0;435.0;1122.0;25240.0;24.0;83.0;33.909574468085104;8.111702127659575;28.324468085106385;23.404255319148938;1.196808510638298;5.053191489361701;11.985093365750611;5.377718512406435;-9.22238386576057;-14.464475157658987;1.3687000538073715;11.703969470147936;-7.979832200721418;3.18264867094949;-0.6239662010004186;-0.04972888548358556;4.47238884792443;-5.750132610361289;2.12192891159681;-2.53610374300029;29.0;-12.0;34.0;0.0;34.0;-54.0;1542.4000000000015;1960.0;-1.0;5.0;-9.0;29.0;3.15;2.8478802992518704;2.8421052631578947;2.703448275862069;3.4583333333333335;2.579310344827586;bloc_droite;bloc_centre;bloc_centre
69156;Pommiers;5.22317188983856;2382.0;912.0;2520.5;26282.7;40.0;266.0;14.446653412856197;42.21338634857521;13.386348575215374;27.037773359840955;1.126573889993373;1.7892644135188869;6.49878147847279;2637.0;1008.0;2717.0;28050.0;47.0;414.0;31.09717868338558;33.16614420062696;14.294670846394986;15.172413793103448;1.1912225705329154;5.078369905956113;4.7148288973384;2629.0;1046.0;2691.0;32480.0;62.0;504.0;44.37125748502994;6.766467065868263;24.610778443113773;21.55688622754491;1.0179640718562877;1.6766467065868262;16.650525270529382;13.274078801644364;-9.047242147948253;-26.399677134758697;0.9083222711796122;10.316107596718787;-11.865359566737506;6.384472434441463;0.06464868053954231;-0.17325849867662768;3.2891054924372263;-3.401723199369287;1.2756095886342305;-1.7839525811343906;255.0;-8.0;96.0;38.0;196.5;-26.0;1767.2999999999993;4430.0;7.0;15.0;148.0;90.0;6.65;2.763706140350877;8.808510638297872;2.695436507936508;8.129032258064516;2.5726577437858507;bloc_droite;bloc_droite;bloc_centre
69157;Vindry-sur-Turdine;5.97987177441646;2592.0;1054.0;2631.5;20447.3;144.0;1232.0;11.614173228346456;31.43044619422572;22.24409448818897;29.396325459317584;1.246719160104987;4.0682414698162725;7.69962264360511;5133.0;2089.0;5293.0;23320.0;134.0;1236.0;23.7032173342088;22.390019697964544;25.54169402495076;19.04136572554169;1.772816808929744;7.550886408404465;6.07585139318885;5283.0;2192.0;5421.0;25200.0;146.0;1228.0;35.563380281690144;6.081946222791293;33.80281690140845;20.646606914212548;1.056338028169014;2.848911651728553;12.089044105862346;11.860162947481342;-9.040426496261176;-16.308073475173252;3.2975995367617905;8.261122876457687;-10.354959733775893;1.6052411886708562;0.5260976488247571;-0.71647878076073;3.4826449385881926;-4.701974756675912;1.7197508691886503;-1.6237712504162607;2541.0;150.0;1035.0;103.0;2661.5;128.0;2872.7000000000007;1880.0;-10.0;12.0;4.0;-8.0;8.555555555555555;2.4966793168880455;9.223880597014926;2.533748204882719;8.41095890410959;2.4730839416058394;bloc_droite;bloc_droite_radicale;bloc_centre
69158;Pont-Trambouze;;;219.0;460.5;17884.0;;;7.829181494661921;27.402135231316727;30.96085409252669;27.046263345195733;2.8469750889679712;3.9145907473309607;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.1027397260273974;;;;;bloc_droite_radicale;;
69159;Pouilly-le-Monial;;961.0;360.0;968.5;23472.7;67.0;248.0;11.627906976744184;35.062611806797854;20.39355992844365;30.05366726296959;1.2522361359570662;1.6100178890876566;;3753.0;1409.0;3753.0;24740.0;72.0;252.0;22.78688524590164;26.775956284153008;26.12021857923497;15.792349726775956;1.4207650273224044;7.103825136612022;;4079.0;1529.0;3971.0;27700.0;80.0;259.0;33.10593900481541;5.377207062600322;35.03210272873194;22.592295345104336;0.6821829855537721;3.210272873194221;11.158978269157457;10.319053758913771;-8.286655522644846;-21.398749221552684;5.726658650791318;8.911884149496974;-14.261317536193634;6.79994561832838;0.16852889136533822;-0.7385820417686323;5.493807247524365;-3.8935522634178006;;;2792.0;326.0;1049.0;120.0;2784.5;218.0;1267.2999999999993;2960.0;5.0;8.0;4.0;7.0;3.701492537313433;2.6902777777777778;3.5;2.6635911994322212;3.2375;2.597122302158273;bloc_droite;bloc_droite;bloc_droite_radicale
69160;Poule-les-Écharmeaux;7.12830957230142;1102.0;445.0;1075.5;19266.2;33.0;91.0;11.773700305810396;36.850152905198776;20.642201834862387;26.146788990825687;1.0703363914373087;3.516819571865444;9.48375570637963;1102.0;438.0;1034.0;20380.0;26.0;86.0;22.289156626506024;21.385542168674696;25.0;20.180722891566266;2.710843373493976;8.433734939759036;10.2971373676414;1027.0;455.0;1056.0;22670.0;36.0;127.0;32.6219512195122;5.0304878048780495;38.41463414634146;20.1219512195122;1.2195121951219512;2.591463414634146;10.515456320695629;10.332794593006174;-15.46461073652408;-16.355054363796647;4.357798165137613;13.414634146341463;-5.966066099259422;-0.058771672054064084;1.6405069820566671;-1.4913311783720247;4.916915367893592;-5.84227152512489;2.3554461340782105;0.8133816612617686;0.0;-75.0;-7.0;17.0;-41.5;22.0;1113.7999999999993;2290.0;-7.0;10.0;-5.0;41.0;2.757575757575758;2.4168539325842695;3.3076923076923075;2.3607305936073057;3.5277777777777777;2.320879120879121;bloc_droite;bloc_droite_radicale;bloc_droite_radicale
69161;Propières;4.6875;461.0;211.0;449.5;16450.0;18.0;119.0;8.360128617363344;35.048231511254016;31.18971061093248;20.578778135048232;1.2861736334405145;3.536977491961415;8.75794543186678;468.0;231.0;481.0;18250.0;13.0;95.0;14.285714285714285;22.07792207792208;37.33766233766234;15.259740259740258;1.948051948051948;9.090909090909092;8.9905388803182;477.0;215.0;418.0;19970.0;8.0;75.0;28.91156462585034;3.4013605442176877;43.87755102040816;18.367346938775512;2.380952380952381;3.061224489795918;5.925585668350941;14.625850340136054;-12.970309433331938;-18.67656153370439;6.147951726729858;6.539888682745826;-5.3190378753079735;3.1076066790352534;0.6618783146114335;0.4329004329004329;5.553931598947677;-6.029684601113173;4.07044543186678;0.2325934484514196;7.0;9.0;20.0;-16.0;31.5;-63.0;1800.0;1720.0;-5.0;-5.0;-24.0;-20.0;6.611111111111111;2.1303317535545023;7.3076923076923075;2.0822510822510822;9.375;1.9441860465116279;bloc_droite;bloc_droite_radicale;bloc_droite_radicale
69162;Quincié-en-Beaujolais;6.89127105666157;1270.0;501.0;1217.0;20360.4;39.0;283.0;15.764139590854391;35.13838748495788;20.216606498194945;21.780986762936223;2.406738868832732;4.693140794223827;4.89296636090661;1325.0;561.0;1362.0;22040.0;43.0;281.0;26.494724501758498;26.260257913247365;23.212192262602574;15.357561547479484;1.2895662368112544;7.38569753810082;4.14684332767986;1382.0;585.0;1373.0;23110.0;49.0;302.0;40.37037037037037;6.172839506172839;31.728395061728392;17.65432098765432;0.9876543209876544;3.08641975308642;10.730584910904106;13.875645868611869;-8.878129571710517;-20.087418407074527;2.995585764407629;8.516202799125818;-6.423425215456739;2.296759440174835;-1.1171726320214774;-0.3019119158236;2.6925567438769935;-4.2992777850144;-1.9983046957549604;-0.7461230332267501;55.0;57.0;60.0;24.0;145.0;11.0;1679.5999999999985;1070.0;4.0;6.0;-2.0;21.0;7.256410256410256;2.4291417165668663;6.534883720930233;2.427807486631016;6.163265306122449;2.347008547008547;bloc_droite;bloc_centre;bloc_centre
69163;Quincieux;6.82776878177657;3295.0;1191.0;3253.0;22538.7;86.0;824.0;11.563517915309443;32.08469055374593;20.738327904451683;31.48751357220412;1.8458197611292075;2.280130293159609;5.47095318662876;3467.0;1286.0;3443.0;23870.0;96.0;837.0;22.91886195995785;20.70600632244468;28.34562697576396;19.28345626975764;1.3171759747102214;7.428872497365647;5.8211984642997;3620.0;1354.0;3467.0;27330.0;110.0;855.0;29.86144290492117;4.156712852365026;36.83707596751075;25.13139034878165;1.098901098901099;2.9144768275203057;11.355344044648408;6.942580944963318;-11.37868423130125;-16.549293470079654;7.607299071312276;8.49144899174679;-12.20405730244648;5.847934079024011;-0.5286437864189861;-0.21827487580912242;5.148742204206037;-4.5143956698453405;-1.3568155951478102;0.3502452776709397;172.0;153.0;95.0;68.0;190.0;24.0;1331.2999999999993;3460.0;10.0;14.0;13.0;18.0;9.581395348837209;2.7313182199832076;8.71875;2.677293934681182;7.7727272727272725;2.5605612998522895;bloc_droite;bloc_droite_radicale;bloc_droite_radicale
69164;Ranchal;8.46153846153846;309.0;139.0;319.0;19212.3;8.0;17.0;10.714285714285714;33.92857142857143;24.107142857142858;28.57142857142857;1.7857142857142856;0.8928571428571428;9.92907801406393;319.0;136.0;305.0;19910.0;6.0;10.0;21.463414634146343;25.365853658536587;22.92682926829269;19.02439024390244;0.975609756097561;10.24390243902439;8.79814837009238;311.0;152.0;298.0;20260.0;4.0;6.0;31.527093596059117;3.4482758620689653;35.467980295566505;25.615763546798032;0.9852216748768472;2.955665024630542;10.74912891986063;10.063678961912775;-8.562717770034844;-21.917577796467622;-1.1803135888501686;12.541151027273816;-9.547038327526128;6.59137330289559;-0.8101045296167246;0.009611918779286244;9.351045296167248;-7.288237414393849;1.4675395525254693;-1.13092964397155;10.0;-8.0;-3.0;16.0;-14.0;-7.0;697.7000000000007;350.0;-2.0;-2.0;-7.0;-4.0;2.125;2.2949640287769784;1.6666666666666667;2.2426470588235294;1.5;1.9605263157894737;bloc_droite;bloc_droite;bloc_droite_radicale
69165;Régnié-Durette;4.61811722912966;1094.0;400.0;1065.5;20980.5;15.0;56.0;9.256661991584853;36.32538569424965;21.31837307152875;28.611500701262276;2.1037868162692845;2.3842917251051894;6.27240143369176;1119.0;431.0;1123.0;22360.0;19.0;66.0;22.15909090909091;27.982954545454547;25.426136363636363;18.039772727272727;0.9943181818181818;5.3977272727272725;4.75352112676056;1159.0;443.0;1072.0;24780.0;22.0;81.0;29.909365558912388;6.948640483383686;33.53474320241692;26.435045317220546;1.5105740181268883;1.6616314199395772;12.902428917506057;7.750274649821478;-8.3424311487951;-21.034314062070862;4.107763292107613;8.108606838780556;-10.57172797398955;8.395272589947819;-1.1094686344511029;0.5162558363087065;3.013435547622083;-3.7360958527876953;1.6542842045621002;-1.5188803069311998;25.0;40.0;31.0;12.0;57.5;-51.0;1379.5;2420.0;4.0;3.0;10.0;15.0;3.7333333333333334;2.66375;3.473684210526316;2.605568445475638;3.6818181818181817;2.419864559819413;bloc_droite;bloc_droite;bloc_droite_radicale
69166;Riverie;6.61764705882353;304.0;101.0;251.5;23443.9;4.0;42.0;12.06896551724138;23.5632183908046;15.517241379310343;45.40229885057471;1.7241379310344829;1.7241379310344829;7.84313725464765;322.0;98.0;271.0;23310.0;4.0;41.0;30.434782608695656;16.304347826086957;15.217391304347828;26.6304347826087;3.260869565217391;8.152173913043478;5.41199263790525;307.0;101.0;255.0;26800.0;5.0;52.0;37.9746835443038;2.5316455696202533;22.15189873417721;34.810126582278485;1.2658227848101269;1.2658227848101269;18.365817091454275;7.539900935608145;-7.258870564717643;-13.772702256466705;-0.2998500749625155;6.934507429829381;-18.77186406796601;8.179691799669786;1.5367316341829083;-1.9950467804072642;6.428035982008995;-6.886351128233351;1.2254901958241202;-2.4311446167424;18.0;-15.0;-3.0;3.0;19.5;-16.0;-133.90000000000146;3490.0;0.0;1.0;-1.0;11.0;10.5;2.49009900990099;10.25;2.7653061224489797;10.4;2.5247524752475248;bloc_gauche;bloc_centre;bloc_centre
69167;Rivolet;6.29139072847682;577.0;212.0;580.5;21397.1;8.0;15.0;10.16949152542373;33.33333333333333;23.16384180790961;29.94350282485876;0.847457627118644;2.5423728813559325;6.73400673400673;579.0;220.0;589.0;22560.0;9.0;11.0;19.390581717451525;23.26869806094183;23.26869806094183;22.1606648199446;2.21606648199446;9.695290858725762;4.79452054794521;588.0;229.0;582.0;25430.0;13.0;17.0;35.47557840616967;4.370179948586118;29.30591259640103;27.76349614395887;0.7712082262210797;2.313624678663239;9.221090192027795;16.084996688718142;-10.064635272391499;-18.89851811235571;0.10485625303222079;6.037214535459199;-7.7828380049141614;5.6028313240142715;1.368608854875816;-1.4448582557733802;7.15291797736983;-7.381666180062524;0.44261600552991;-1.9394861860615196;2.0;9.0;8.0;9.0;8.5;-7.0;1162.9000000000015;2870.0;1.0;4.0;-4.0;6.0;1.875;2.7382075471698113;1.2222222222222223;2.6772727272727272;1.3076923076923077;2.541484716157205;bloc_droite;bloc_droite;bloc_centre
69168;Rochetaillée-sur-Saône;10.0529100529101;1527.0;539.0;1452.5;24671.3;29.0;148.0;13.202614379084968;39.08496732026144;15.42483660130719;29.80392156862745;1.30718954248366;1.1764705882352942;12.7604184275291;1528.0;524.0;1396.0;26150.0;33.0;189.0;30.82010582010582;29.23280423280423;14.285714285714285;21.164021164021165;1.1904761904761905;3.3068783068783065;10.8317883866559;1546.0;569.0;1515.0;30990.0;40.0;219.0;39.08188585607941;5.831265508684864;24.81389578163772;27.667493796526056;1.1166253101736971;1.488833746898263;17.617491441020853;8.26178003597359;-9.85216308745721;-23.401538724119366;-1.139122315592905;10.528181495923434;-8.639900404606287;6.5034726325048915;-0.11671335200746946;-0.07385088030249332;2.1304077186430126;-1.8180445599800434;2.7075083746189996;-1.9286300408732;1.0;18.0;-15.0;45.0;-56.5;119.0;1478.7000000000007;4840.0;4.0;7.0;41.0;30.0;5.103448275862069;2.6948051948051948;5.7272727272727275;2.66412213740458;5.475;2.662565905096661;bloc_droite;bloc_centre;bloc_centre
69169;Ronno;7.09677419354839;620.0;250.0;636.0;20439.4;7.0;33.0;12.471655328798184;32.426303854875286;29.47845804988662;21.7687074829932;1.8140589569161;2.0408163265306123;6.77419354848752;636.0;263.0;671.0;21690.0;10.0;33.0;20.0;27.045454545454543;28.863636363636363;12.727272727272728;1.3636363636363635;10.0;4.34476411991296;650.0;271.0;636.0;22870.0;12.0;39.0;32.95711060948081;4.966139954853273;40.85778781038375;15.80135440180587;0.6772009029345373;4.740406320541761;7.5283446712018165;12.957110609480807;-5.380849309420743;-22.07931459060127;-0.6148216862502558;11.994151446747384;-9.041434755720472;3.074081674533142;-0.45042259327973655;-0.6864354607018263;7.959183673469388;-5.259593679458239;-0.3225806450608699;-2.4294294285745597;16.0;14.0;13.0;8.0;35.0;-35.0;1250.5999999999985;1180.0;3.0;2.0;0.0;6.0;4.714285714285714;2.544;3.3;2.5513307984790874;3.25;2.3468634686346865;bloc_droite;bloc_droite_radicale;bloc_droite_radicale
69170;Rontalon;4.26540284360189;1195.0;425.0;1166.5;20919.5;17.0;52.0;12.849162011173185;30.8659217877095;23.60335195530726;30.027932960893857;0.4189944134078212;2.23463687150838;4.89731437607202;1162.0;445.0;1145.0;22950.0;13.0;40.0;25.24964336661912;21.255349500713265;27.24679029957204;17.546362339514978;0.7132667617689016;7.988587731811697;5.09733416641056;1167.0;455.0;1132.0;24940.0;18.0;46.0;29.34472934472934;6.837606837606838;32.33618233618233;26.21082621082621;0.9971509971509972;4.273504273504273;12.400481355445937;4.09508597811022;-9.610572286996234;-14.417742663106427;3.64343834426478;5.089392036610292;-12.481570621378879;8.66446387131123;0.2942723483610804;0.2838842353820956;5.753950860303317;-3.715083458307424;0.6319115324701308;0.20001979033853967;-33.0;5.0;20.0;10.0;-21.5;-13.0;2030.5;1990.0;-4.0;5.0;-12.0;6.0;3.0588235294117645;2.744705882352941;3.076923076923077;2.5730337078651684;2.5555555555555554;2.487912087912088;bloc_droite;bloc_droite_radicale;bloc_droite_radicale
69171;Sain-Bel;7.79777206512425;2275.0;949.0;2318.5;21179.3;68.0;470.0;10.53446940356313;24.786986831913246;18.048024786986836;41.8280402788536;1.6266460108443066;3.1758326878388843;11.7247238742566;2316.0;1017.0;2315.0;23190.0;65.0;474.0;25.234441602728047;15.77152600170503;19.77834612105712;28.47399829497016;1.3640238704177323;9.377664109121907;7.71581359816654;2568.0;1111.0;2527.0;24900.0;65.0;477.0;28.144171779141104;4.447852760736196;30.13803680981595;33.895705521472394;1.0736196319018405;2.3006134969325154;14.699972199164918;2.9097301764130563;-9.015460830208216;-11.323673240968834;1.7303213340702825;10.359690688758832;-13.354041983883441;5.421707226502235;-0.2626221404265743;-0.2904042385158918;6.201831421283023;-7.077050612189392;3.9269518091323503;-4.00891027609006;41.0;252.0;68.0;94.0;-3.5;212.0;2010.7000000000007;1710.0;-3.0;0.0;4.0;3.0;6.911764705882353;2.4430979978925182;7.292307692307692;2.2763028515240906;7.338461538461538;2.2745274527452746;bloc_gauche;bloc_gauche;bloc_gauche
69172;Salles-Arbuissonnas-en-Beaujolais;8.04597701149425;823.0;290.0;813.5;21379.0;10.0;67.0;14.82213438735178;29.841897233201585;25.296442687747035;26.284584980237156;0.9881422924901186;2.766798418972332;6.71462829741134;791.0;302.0;777.0;24170.0;10.0;58.0;19.79381443298969;24.5360824742268;25.36082474226804;16.49484536082474;2.061855670103093;11.752577319587628;5.60070242246085;789.0;323.0;807.0;26430.0;11.0;22.0;33.2657200811359;6.490872210953347;34.88843813387424;21.095334685598377;0.8113590263691683;3.4482758620689653;4.971680045637912;13.471905648146212;-5.305814758974787;-18.045210263273454;0.06438205452100476;9.527613391606199;-9.789739619412416;4.600489324773637;1.0737133776129744;-1.2504966437339247;8.985778900615296;-8.304301457518662;-1.3313487140829094;-1.11392587495049;-32.0;-2.0;12.0;21.0;-36.5;30.0;2791.0;2260.0;0.0;1.0;-9.0;-36.0;6.7;2.8051724137931036;5.8;2.5728476821192054;2.0;2.498452012383901;bloc_droite;bloc_droite_radicale;bloc_droite_radicale
69173;Sarcey;5.93220338983051;958.0;373.0;980.0;22356.0;27.0;224.0;12.60647359454855;37.30834752981261;18.909710391822827;25.2129471890971;1.362862010221465;4.599659284497445;7.67518576030028;1002.0;394.0;997.0;24760.0;29.0;203.0;22.741935483870968;26.93548387096774;24.193548387096776;17.096774193548388;0.967741935483871;8.064516129032258;5.66033656790687;979.0;419.0;1020.0;27920.0;35.0;250.0;36.57331136738056;7.084019769357496;30.64250411861614;22.24052718286656;0.4942339373970346;2.9654036243822075;10.135461889322418;13.831375883509594;-10.372863658844867;-19.851464101610244;5.283837995273949;6.448955731519366;-8.116172995548713;5.143752989318173;-0.39512007473759403;-0.4735079980868364;3.464856844534813;-5.0991125046500505;1.74298237046977;-2.0148491923934104;44.0;-23.0;21.0;25.0;17.0;23.0;2404.0;3160.0;2.0;6.0;-21.0;47.0;8.296296296296296;2.6273458445040214;7.0;2.530456852791878;7.142857142857143;2.4343675417661097;bloc_droite;bloc_droite;bloc_centre
69174;Les Sauvages;7.9847300990034;657.0;217.0;590.5;19336.2;13.0;181.0;16.71388101983003;28.328611898017;24.645892351274785;26.06232294617564;1.13314447592068;3.1161473087818696;11.5443869152254;612.0;226.0;571.0;20420.0;17.0;192.0;25.537634408602152;20.967741935483872;23.655913978494624;16.666666666666664;2.6881720430107525;10.483870967741936;6.72553104954685;621.0;246.0;605.0;23520.0;15.0;124.0;42.66666666666667;7.733333333333333;31.466666666666665;16.8;0.5333333333333333;0.8;8.823753388772122;17.12903225806452;-7.36086996253313;-13.234408602150538;-0.9899783727801612;7.810752688172041;-9.395656279508977;0.1333333333333364;1.5550275670900726;-2.1548387096774193;7.367723658960067;-9.683870967741935;3.5596568162220006;-4.81885586567855;-45.0;9.0;9.0;20.0;-19.5;34.0;1083.7999999999993;3100.0;4.0;-2.0;11.0;-68.0;13.923076923076923;2.7211981566820276;11.294117647058824;2.5265486725663715;8.266666666666667;2.459349593495935;bloc_droite;bloc_centre;bloc_centre
